,0
205,0.18090877
206,0.7337981
207,0.998991
208,0.22218648
209,0.0052820444
210,0.9783108
211,0.73479086
212,0.8782076
213,0.81556076
214,0.57515985
215,0.44565
216,0.91532004
217,0.7438816
218,0.053450316
219,0.38145953
220,0.45185125
221,0.07770419
222,0.99360263
223,0.999024
224,0.99954826
225,0.007519752
226,0.9568636
227,0.8938556
228,0.9999999
229,0.9264581
230,0.9907341
231,0.57586014
232,0.97628415
233,0.29621568
234,0.8332956
235,0.51027
236,0.99708617
237,0.90689254
238,1.0
239,0.008768201
240,0.9695957
241,0.36576027
242,0.5174531
243,0.24921563
244,0.040219486
245,2.0861626e-06
246,0.32842344
247,0.53207886
248,0.35024104
249,0.99527967
250,0.99120337
251,0.97288513
252,0.906677
253,0.50611365
254,0.36844993
255,0.55315304
256,0.99784666
257,0.0064798295
258,0.9721822
259,0.661456
260,0.07077107
261,0.9999969
262,0.9377488
263,0.79059803
264,0.08194801
265,0.10810003
266,0.99898916
267,0.1332823
268,0.99939585
269,0.8346553
270,0.96199906
271,0.9972713
272,0.9484707
273,0.1944834
274,0.026580185
275,0.06828433
276,0.39718786
277,0.22696057
278,0.7303158
279,0.81238973
280,0.9581684
281,0.9876979
282,0.43683663
283,0.59245825
284,0.89963686
285,0.96162367
286,0.98514795
287,0.82877564
288,0.27442968
289,0.9997256
290,0.0008715093
291,0.33265382
292,0.7500197
293,0.10773599
294,0.9999905
295,0.9101896
296,0.15477443
297,0.22950718
298,0.009964734
299,0.92961967
300,0.27168837
301,0.17011595
302,0.5084088
303,0.98513114
304,0.4855732
305,0.50741273
306,0.16033459
307,0.9988694
308,0.10941118
309,0.9999802
310,0.9984015
311,0.9999959
312,0.003395617
313,0.8091878
314,0.011823237
315,0.98563796
316,1.3440847e-05
317,0.32354772
318,0.18358952
319,0.88930994
320,0.16441658
321,0.028220326
322,0.9631351
323,0.21374002
324,0.94700325
325,0.93152475
326,0.90761024
327,0.74419785
328,0.99896216
329,0.81642735
330,0.43208584
331,0.45371082
332,0.9308327
333,0.87053466
334,0.4696157
335,0.99993753
336,0.99218035
337,0.9696419
338,0.99987847
339,0.95514655
340,0.29801166
341,0.2760083
342,0.011509299
343,0.074696064
344,0.9745615
345,0.90391946
346,0.59602755
347,0.9995738
348,0.0008237064
349,0.30284297
350,0.29184264
351,0.8356062
352,0.99949026
353,0.98563844
354,0.9964274
355,0.9564148
356,0.39987162
357,0.94540495
358,0.17332831
359,0.999784
360,0.99899936
361,0.6482211
362,0.3105185
363,0.9121298
364,0.017534077
365,0.27614838
366,0.08293891
367,0.57956225
368,0.123362035
369,0.07272473
370,0.3419875
371,0.002350837
372,0.88363653
373,0.99483
374,0.99937785
375,0.9915756
376,0.07976869
377,0.6131158
378,0.9986274
379,0.8782079
380,0.2674716
381,0.8881993
382,0.020852566
383,0.43330416
384,0.96555084
385,0.7442438
386,0.41579875
387,0.99166316
388,0.9546068
389,0.0029101968
390,0.93566126
391,0.43734208
392,0.0008299649
393,0.72414327
394,0.81127393
395,0.8648783
396,0.99949634
397,0.991519
398,0.9978477
399,0.9853252
400,0.9998677
401,0.9760481
402,0.10894859
403,0.7186748
404,0.62670934
405,0.005622864
406,0.0026112199
407,0.27126274
408,0.6459795
409,0.049850106
410,0.99731106
411,0.15352571
412,0.0035995543
413,0.47155848
414,0.9182503
415,0.055443168
416,0.014527291
417,0.3899199
418,0.29393315
419,0.9999994
420,0.32123676
421,0.0027018785
422,0.81541526
423,0.34352648
424,0.040932298
425,0.010340512
426,0.98974824
427,0.91686463
428,0.99301934
429,0.56281304
430,0.81545323
431,0.06316462
432,0.5706997
433,0.6523185
434,0.9743098
435,0.7112663
436,0.020986795
437,1.4901161e-07
438,0.01226905
439,0.54739195
440,0.84028625
441,0.62537754
442,0.5691681
443,0.28621516
444,0.71967435
445,0.13493818
446,0.98348784
447,0.98240155
448,0.81355864
449,0.165773
450,0.40252793
451,0.12537673
452,0.07761556
453,0.0021480322
454,0.7838897
455,0.092401326
456,0.3608058
457,0.25696933
458,0.068214506
459,0.52200264
460,0.092032075
461,0.00064724684
462,0.0013180077
463,0.10503021
464,0.9998863
465,0.7488307
466,0.9947481
467,0.022958905
468,0.96907336
469,0.9993317
470,0.9988313
471,0.99973834
472,0.92172253
473,0.81865233
474,0.2540601
475,0.0006444156
476,0.6265578
477,0.00025963783
478,0.9987174
479,5.6803226e-05
480,0.94650567
481,0.9999998
482,0.8903447
483,0.055075765
484,0.99999976
485,0.5875966
486,0.7863369
487,0.9998137
488,0.97193146
489,0.12803397
490,0.8565912
491,0.18961602
492,0.6747016
493,0.696046
494,0.0009700656
495,0.9992991
496,0.95496416
497,0.9506917
498,0.71265745
499,0.97430533
500,0.5540154
501,0.97454304
502,0.63120824
503,0.06997159
504,0.9832108
505,0.034949332
506,0.30807686
507,0.8509176
508,0.3255028
509,0.9337547
510,0.18869069
511,0.9999968
512,0.98277754
513,0.05945486
514,0.8317671
515,0.99991465
516,0.9901644
517,0.99134266
518,0.4426217
519,0.30506706
520,0.9955983
521,0.3461058
522,0.101510674
523,0.95686173
524,0.028516352
525,0.027515411
526,0.7602673
527,0.17436025
528,0.2071405
529,0.36105388
530,0.0028549135
531,0.8971931
532,0.2523844
533,0.32513028
534,0.7058469
535,0.99972856
536,0.009885162
537,0.29590917
538,0.09915221
539,0.9886259
540,0.10841668
541,0.9938664
542,0.8756138
543,0.108525455
544,0.35212865
545,0.32503182
546,0.13456899
547,0.07175264
548,0.28514534
549,0.4434463
550,0.97856
551,0.62359405
552,0.021444172
553,0.5754585
554,0.016132772
555,0.21396777
556,0.94717366
557,0.9980875
558,0.0011307597
559,0.03389609
560,0.28109515
561,0.9999999
562,0.70502615
563,0.6886665
564,0.8695071
565,0.9991766
566,0.974952
567,0.676731
568,0.99999565
569,0.24997115
570,0.5268002
571,0.84917814
572,0.45106873
573,0.9990747
574,0.26183942
575,0.24940124
576,0.77558315
577,0.84678054
578,0.21040547
579,0.20961145
580,0.9997256
581,0.18096691
582,0.09538448
583,0.759401
584,0.9999782
585,0.28312114
586,0.006783694
587,0.041198313
588,0.7159912
589,0.0042476654
590,0.012095809
591,0.7239441
592,0.10372344
593,0.523518
594,0.034475774
595,0.9536631
596,0.99999964
597,0.7096527
598,0.08852565
599,0.10418603
600,0.1648671
601,0.6059279
602,0.95589256
603,0.17271936
604,0.9586151
605,0.00038069487
606,0.23487869
607,0.552515
608,0.9901469
609,0.9996877
610,0.32006454
611,0.99978167
612,0.5480427
613,0.99592185
614,0.9435109
615,0.017716378
616,0.4781778
617,0.66260576
618,0.7075701
619,0.99995106
620,0.4909249
621,0.97927547
622,0.30108762
623,0.70577353
624,0.01955983
625,0.004008472
626,0.0090281665
627,0.83273035
628,0.96520185
629,0.015258253
630,0.80742615
631,0.9967281
632,0.9994874
633,0.8798299
634,0.9997257
635,0.99658906
636,0.025075018
637,0.49197835
638,0.49641106
639,0.999928
640,0.023894817
641,0.02246508
642,0.9801309
643,0.98422164
644,0.00012156367
645,0.94635946
646,0.33300757
647,0.19025528
648,0.9996873
649,0.20575985
650,0.018251002
651,0.0006250441
652,0.2196306
653,0.29561692
654,0.20462283
655,0.4000013
656,0.83691084
657,0.6766638
658,0.90241855
659,0.98740137
660,0.81258374
661,0.9699106
662,0.40815163
663,0.36343065
664,0.9213568
665,0.20503417
666,0.9965707
667,0.18940535
668,0.7442064
669,0.93293434
670,0.974752
671,0.23552984
672,0.01782605
673,0.69292396
674,0.8514708
675,0.3120736
676,0.9980478
677,0.97523665
678,0.027287304
679,0.08548519
680,3.3974648e-06
681,0.6557858
682,0.00016516447
683,0.26469487
684,0.06453222
685,0.007857591
686,0.6321814
687,0.9989114
688,0.30391377
689,0.8509414
690,0.97102
691,0.041705072
692,0.99942493
693,0.11970246
694,0.0784792
695,0.9927636
696,0.9896204
697,0.0014324784
698,2.9802322e-08
699,0.2113787
700,0.8002585
701,0.98910755
702,0.99727726
703,0.8846344
704,0.0954178
705,0.8224164
706,0.99540997
707,0.46460286
708,0.43973026
709,0.9000212
710,0.075621784
711,0.9890548
712,0.70868945
713,0.96762633
714,0.012832046
715,0.99830693
716,0.96126974
717,0.13756913
718,0.99989784
719,0.9999999
720,0.24277791
721,0.92485744
722,0.22588545
723,1.0
724,0.082122624
725,0.9837783
726,0.4144537
727,0.20131725
728,0.9384886
729,0.0025959313
730,0.07526186
731,0.8545018
732,0.89309704
733,0.007081747
734,0.8798022
735,0.5636526
736,0.0077370107
737,0.3297634
738,0.9617697
739,0.69814676
740,0.015335798
741,0.46889257
742,0.99938965
743,0.7060424
744,0.1605134
745,0.93917084
746,0.60089993
747,0.9871019
748,0.0001527071
749,0.48211375
750,0.76291203
751,0.6576714
752,0.44821194
753,0.0048344433
754,0.048743606
755,0.27583843
756,0.59902936
757,0.09143144
758,0.9550748
759,0.20921806
760,0.9970347
761,0.88861215
762,0.012074053
763,0.4572206
764,0.41741183
765,0.0011669099
766,0.1888605
767,0.5822539
768,0.3047662
769,0.5714598
770,0.8741775
771,0.04586661
772,0.2564454
773,0.22652063
774,0.673736
775,0.89581823
776,0.25113183
777,0.9691434
778,0.047067493
779,0.49717653
780,0.7727402
781,0.1967422
782,0.7011176
783,0.60225636
784,0.14328134
785,0.00032556057
786,0.19587561
787,0.99341136
788,0.018969625
789,0.9888133
790,0.26618993
791,0.98311234
792,0.101070076
793,0.16421506
794,0.07307139
795,0.11930239
796,0.99841976
797,0.99026316
798,0.07825154
799,0.07580447
800,0.93139577
801,0.73435664
802,0.9209546
803,0.006630987
804,0.9164264
805,0.9991847
806,0.9999969
807,0.8679762
808,0.8579701
809,0.99496436
810,0.06859511
811,1.1920929e-07
812,0.27968752
813,0.0014207959
814,0.027599782
815,0.41623122
816,0.6536585
817,0.9585297
818,0.2899911
819,0.96129245
820,0.8089334
821,0.9928515
822,0.9258077
823,0.12528893
824,0.68281835
825,0.49515817
826,0.945801
827,0.006632358
828,0.003016293
829,0.9695295
830,0.078219324
831,0.99999475
832,0.94893324
833,0.0069640875
834,0.97092813
835,0.9993787
836,0.14243674
837,0.97841203
838,0.24816394
839,0.24223614
840,0.34453505
841,0.998477
842,0.9902941
843,0.45330852
844,0.0041689575
845,0.86655164
846,0.9979818
847,0.26926437
848,0.994491
849,0.7088026
850,0.64775246
851,0.64094234
852,0.9725373
853,0.9664682
854,0.9457836
855,0.00238055
856,0.8651426
857,0.48600376
858,0.9999918
859,0.99505705
860,0.8942255
861,0.04820618
862,0.021717072
863,0.88969743
864,0.8660488
865,0.038036168
866,0.0021325052
867,0.99291945
868,0.10583198
869,0.94805574
870,0.4432383
871,0.19114909
872,0.011017352
873,0.011979997
874,0.5166689
875,0.99999446
876,0.00018173456
877,0.99813116
878,6.80089e-05
879,0.96988225
880,0.99931765
881,0.04426995
882,0.93933845
883,0.44694555
884,0.6943677
885,0.9695569
886,0.36470553
887,0.056925803
888,0.5236578
889,0.6767771
890,0.1578413
891,0.9999951
892,0.83152485
893,0.07702756
894,0.10269919
895,0.84478784
896,0.81813765
897,0.3089146
898,0.9879765
899,0.99599683
900,0.0053251088
901,0.16939962
902,0.3079965
903,0.998127
904,0.91904235
905,0.95549905
906,0.9999119
907,0.99999857
908,0.98138535
909,0.9360911
910,0.009890199
911,0.99996173
912,0.01852727
913,0.08282521
914,0.14198369
915,0.9307109
916,0.07733309
917,0.08380109
918,0.24070519
919,0.7931979
920,0.9445267
921,0.99841595
922,0.5634873
923,0.99890935
924,0.958897
925,0.36283964
926,0.0036695898
927,0.99288833
928,0.29538578
929,0.7577416
930,0.00031110644
931,0.38278973
932,0.0002167821
933,0.9998324
934,0.99999213
935,0.59557396
936,0.8002801
937,0.8895558
938,0.99996376
939,0.15209779
940,0.07722831
941,0.2635956
942,0.026239932
943,0.01653561
944,0.9850254
945,0.92782176
946,0.9952595
947,0.0009563565
948,0.01429674
949,0.81701267
950,0.00073871017
951,0.999755
952,0.2969527
953,0.99685955
954,0.67716736
955,0.44971004
956,0.16003814
957,0.018856108
958,0.91845477
959,0.09211922
960,0.22500077
961,0.013731629
962,0.4814315
963,0.14319506
964,0.023980021
965,0.99999493
966,0.016658038
967,0.006821573
968,0.970685
969,0.7541426
970,0.00087222457
971,0.46509668
972,0.91034716
973,0.2539517
974,0.002103269
975,0.1061171
976,0.36684525
977,4.5210123e-05
978,0.91525877
979,0.8092505
980,0.9948859
981,0.9925566
982,0.40185383
983,0.93628407
984,0.98909044
985,0.060812384
986,0.016642958
987,0.018315375
988,0.9914473
989,0.11001748
990,0.074604005
991,0.99958694
992,0.017460436
993,0.021441847
994,0.001597017
995,0.999381
996,0.38617355
997,0.93887144
998,0.24692622
999,0.0045794547
1000,0.99720466
1001,0.44803298
1002,0.115460336
1003,0.8663274
1004,0.07134932
1005,0.9959558
1006,0.0002978444
1007,0.54865515
1008,0.09238464
1009,0.78411937
1010,0.11689067
1011,0.6316121
1012,0.0016256273
1013,0.9477742
1014,0.99996495
1015,0.9925177
1016,0.14053142
1017,0.03178522
1018,0.0008818209
1019,0.14521533
1020,0.9877343
1021,0.96767503
1022,0.9999986
1023,0.32855967
1024,0.95857406
1025,0.9138366
1026,0.41269052
1027,0.99977535
1028,0.043095827
1029,0.8800038
1030,0.9554855
1031,0.6939276
1032,0.096788555
1033,0.9895508
1034,0.8136906
1035,0.00047421455
1036,0.6152573
1037,0.115562975
1038,0.9044695
1039,0.99999404
1040,0.9984566
1041,0.31418425
1042,0.63807386
1043,0.99874914
1044,0.04105884
1045,0.38179827
1046,0.06444755
1047,0.26699793
1048,0.0012815297
1049,0.9801806
1050,0.9976635
1051,0.22238186
1052,0.48987296
1053,0.514157
1054,0.007864267
1055,0.00035095215
1056,0.018544704
1057,0.40244406
1058,0.97465754
1059,0.94611
1060,0.99610543
1061,0.0
1062,0.9129357
1063,0.0049093664
1064,0.68234456
1065,0.41657755
1066,0.78482836
1067,0.3778214
1068,0.9994055
1069,0.52600074
1070,0.983342
1071,0.8272054
1072,0.778422
1073,0.7780877
1074,0.12149593
1075,0.0018319786
1076,0.9994333
1077,0.97619283
1078,0.1263305
1079,0.61144024
1080,0.35518384
1081,0.3212936
1082,0.92858624
1083,0.89787036
1084,0.016849637
1085,0.19543317
1086,0.43768147
1087,0.94090396
1088,0.036287665
1089,0.16827783
1090,0.56538963
1091,0.17860627
1092,0.40627337
1093,0.10848561
1094,0.1882402
1095,0.6465846
1096,0.73189014
1097,0.9932897
1098,0.40882418
1099,0.61255467
1100,0.57480067
1101,0.40193963
1102,0.027047396
1103,0.10706857
1104,0.9914461
1105,0.9856104
1106,0.9360403
1107,0.99895406
1108,0.99914354
1109,0.9069868
1110,0.9949485
1111,0.9093412
1112,0.31942773
1113,0.43153864
1114,0.26570934
1115,0.47177622
1116,0.33396232
1117,0.99999905
1118,0.8684396
1119,0.9999696
1120,0.99973303
1121,0.997067
1122,0.6525538
1123,0.6018248
1124,0.12584001
1125,0.00028306246
1126,0.95916927
1127,0.6364274
1128,0.0061742067
1129,0.98157585
1130,0.24880347
1131,0.9830245
1132,0.03415492
1133,0.7013983
1134,0.079782605
1135,0.9971212
1136,0.66458714
1137,0.4861868
1138,0.006033331
1139,0.88894105
1140,0.00039935112
1141,0.9983957
1142,0.27641034
1143,0.99928385
1144,0.029423386
1145,0.6350848
1146,0.15938702
1147,0.008261025
1148,0.9804673
1149,0.16618422
1150,0.037157744
1151,0.95061684
1152,0.9965241
1153,0.6516463
1154,0.9266561
1155,0.89036715
1156,0.9889798
1157,0.09020111
1158,0.9999552
1159,0.72029835
1160,0.987138
1161,0.1627518
1162,0.25210363
1163,0.9317537
1164,0.99892056
1165,0.5613456
1166,0.19388366
1167,0.4379217
1168,2.2649765e-05
1169,0.16932794
1170,0.23104405
1171,0.9043678
1172,0.0058586597
1173,0.7144911
1174,0.11432606
1175,0.9868764
1176,0.9876734
1177,0.15258309
1178,0.506284
1179,0.1965619
1180,0.99517316
1181,0.07439718
1182,0.3613307
1183,0.36246845
1184,0.0003091693
1185,0.0052156746
1186,0.99685574
1187,0.1546795
1188,0.012588739
1189,0.46376976
1190,0.9998318
1191,0.99825686
1192,0.8613237
1193,0.9073115
1194,0.21495497
1195,0.9905299
1196,0.999292
1197,0.13148364
1198,0.99036634
1199,0.9986193
1200,0.049850702
1201,0.48028666
1202,0.544958
1203,0.90163076
1204,0.9931067
1205,0.420495
1206,0.38250676
1207,0.5942192
1208,0.46879685
1209,4.6104193e-05
1210,0.008158535
1211,0.993508
1212,0.0032934546
1213,0.9989315
1214,0.0347535
1215,0.16594443
1216,0.039052635
1217,0.04061252
1218,1.680851e-05
1219,0.6965033
1220,0.919608
1221,0.21507525
1222,0.24142277
1223,0.9936801
1224,0.5064461
1225,0.33706963
1226,0.7310334
1227,0.82578623
1228,0.96382296
1229,0.056084335
1230,0.5140266
1231,0.7192537
1232,0.9999915
1233,0.08270991
1234,0.953756
1235,0.44017524
1236,0.80976725
1237,0.9991417
1238,0.013032168
1239,0.563446
1240,0.0964981
1241,0.99786186
1242,0.026634425
1243,0.96350807
1244,0.5090004
1245,0.5105191
1246,0.14244351
1247,0.06303269
1248,0.29001263
1249,0.822513
1250,0.7708081
1251,0.54383975
1252,0.5261339
1253,0.996925
1254,0.01500392
1255,0.4151184
1256,0.87152755
1257,0.24724856
1258,0.919119
1259,4.6104193e-05
1260,0.9945458
1261,0.036587864
1262,0.1374706
1263,0.050515324
1264,0.98735297
1265,0.045583338
1266,0.31057268
1267,0.6636119
1268,0.8549259
1269,0.99989516
1270,0.04190874
1271,0.1846092
1272,0.3401265
1273,0.86702114
1274,0.36248097
1275,0.4445321
1276,0.53817964
1277,0.00144279
1278,0.99995065
1279,0.9999912
1280,0.36713797
1281,0.9886297
1282,0.998003
1283,0.06437674
1284,0.37039587
1285,0.004126698
1286,0.3002949
1287,0.30501473
1288,0.92045
1289,0.89359224
1290,0.00088077784
1291,0.75033224
1292,0.07806036
1293,0.0002963245
1294,0.073610604
1295,0.95655406
1296,0.22727016
1297,0.0057894588
1298,0.00049957633
1299,0.0076328516
1300,0.4429538
1301,0.46656585
1302,0.6692772
1303,0.997017
1304,0.051980406
1305,0.99534565
1306,0.6042128
1307,0.9653876
1308,0.42444158
1309,0.14948395
1310,0.9999993
1311,0.06980869
1312,0.74094003
1313,0.7379929
1314,0.6657985
1315,0.3881685
1316,0.999388
1317,0.3169524
1318,0.98944825
1319,0.99020964
1320,0.7936808
1321,0.9994252
1322,0.99802524
1323,0.99050474
1324,0.53463554
1325,9.7721815e-05
1326,0.061549813
1327,0.5413429
1328,0.6327639
1329,0.39147848
1330,0.7798809
1331,0.076786816
1332,0.0770098
1333,0.99989426
1334,0.14886042
1335,0.9928238
1336,0.6833442
1337,0.9989262
1338,0.3115363
1339,2.6077032e-05
1340,0.9849328
1341,0.9354334
1342,0.6696795
1343,0.008517057
1344,0.9338033
1345,0.77124625
1346,0.30605096
1347,0.99795234
1348,0.04498732
1349,0.9931867
1350,0.9564446
1351,0.9602773
1352,0.26861042
1353,0.03646815
1354,0.1974966
1355,0.9293735
1356,0.99995637
1357,0.85068566
1358,0.98772264
1359,0.93725896
1360,0.906046
1361,0.27236068
1362,0.13397631
1363,0.9999938
1364,0.9998221
1365,0.5808973
1366,0.9410637
1367,0.3313173
1368,0.63536954
1369,0.9971535
1370,0.99965835
1371,0.69303703
1372,0.9996606
1373,0.98197067
1374,0.9546241
1375,0.9732038
1376,0.9993195
1377,0.9598914
1378,0.058392256
1379,0.024401724
1380,0.027611643
1381,0.5743921
1382,0.173258
1383,0.9284309
1384,0.6415083
1385,0.96365935
1386,0.3944585
1387,0.3005309
1388,0.60248476
1389,5.7816505e-06
1390,0.2740772
1391,0.993163
1392,0.9786504
1393,0.514627
1394,0.9999516
1395,0.7088874
1396,0.058315665
1397,0.7708808
1398,0.93014574
1399,0.0031663775
1400,0.50291246
1401,0.0016933084
1402,0.059814572
1403,0.84528637
1404,0.43029886
1405,0.99999726
1406,0.9999354
1407,0.68712527
1408,0.85155463
1409,0.11220881
1410,0.2906275
1411,0.2148475
1412,0.520059
1413,0.9993477
1414,0.5352128
1415,0.92032605
1416,0.97233343
1417,0.023723632
1418,0.7538339
1419,0.9915104
1420,0.025993198
1421,0.021947175
1422,0.7920746
1423,0.5436744
1424,0.24829325
1425,0.92146003
1426,0.848841
1427,9.945035e-05
1428,0.9998855
1429,0.98067546
1430,0.6663274
1431,0.99989355
1432,0.9999989
1433,0.13179788
1434,0.00983727
1435,0.93625283
1436,0.5146647
1437,0.999876
1438,0.90021586
1439,0.9975374
1440,0.010623962
1441,0.28048426
1442,0.86643374
1443,0.9441453
1444,0.016601682
1445,0.8616835
1446,0.99365175
1447,0.53142065
1448,0.19028986
1449,0.99710166
1450,0.8061849
1451,0.91890144
1452,0.95952815
1453,0.00033342838
1454,0.99244004
1455,0.7474451
1456,0.1445199
1457,0.71781194
1458,0.46121532
1459,0.99786025
1460,0.60979635
1461,0.051911652
1462,0.057744473
1463,0.50643265
1464,0.83134794
1465,0.9964427
1466,0.010216147
1467,0.9793141
1468,0.18333718
1469,0.010594785
1470,0.84898496
1471,0.9713484
1472,0.99582046
1473,0.9927505
1474,0.60180396
1475,0.32142192
1476,0.3186569
1477,0.79087335
1478,0.07154438
1479,0.0014514029
1480,0.8440189
1481,0.9327161
1482,0.14440846
1483,0.6333796
1484,0.9999028
1485,0.9575075
1486,0.0015254915
1487,0.7754204
1488,0.9570224
1489,0.9940823
1490,0.03382784
1491,0.9922335
1492,0.55224377
1493,0.119417995
1494,0.057961345
1495,0.11887702
1496,0.53315616
1497,0.96423936
1498,0.51668257
1499,0.022205621
1500,0.94245684
1501,0.44000107
1502,0.42021585
1503,0.9874428
1504,0.00062054396
1505,0.49716246
1506,0.05156356
1507,0.41851103
1508,0.9949392
1509,0.6592022
1510,0.37107652
1511,0.6483557
1512,0.9931116
1513,0.012140751
1514,0.99753577
1515,0.00027543306
1516,0.9999807
1517,0.008237153
1518,4.0322542e-05
1519,0.6821927
1520,0.09638205
1521,0.3981306
1522,0.16481784
1523,0.5690758
1524,0.47402737
1525,0.9700314
1526,0.9766556
1527,0.9984652
1528,0.36170077
1529,0.9979112
1530,0.02458939
1531,0.11874944
1532,0.08873212
1533,0.8646923
1534,0.9992499
1535,0.5290053
1536,0.012724787
1537,0.9917921
1538,0.049788505
1539,0.8211514
1540,0.1598593
1541,0.026343495
1542,0.19699678
1543,0.048609853
1544,0.36152917
1545,0.82328916
1546,0.27206033
1547,0.4716454
1548,0.9628518
1549,0.5031924
1550,0.99987733
1551,0.0002940297
1552,0.85793793
1553,0.9515705
1554,0.09751317
1555,0.8306116
1556,0.0012625456
1557,0.37145296
1558,0.9767283
1559,1.0
1560,0.68580055
1561,0.9987074
1562,0.060063273
1563,0.99996614
1564,0.026837975
1565,0.99899817
1566,0.9919809
1567,0.1975806
1568,0.53511566
1569,0.07722759
1570,0.9938495
1571,0.667671
1572,0.02200973
1573,0.9333811
1574,0.9816445
1575,0.064326435
1576,8.687377e-05
1577,0.21567684
1578,0.9641752
1579,0.20605972
1580,0.010881782
1581,0.7901058
1582,0.27500427
1583,0.8563866
1584,0.9978516
1585,0.2955562
1586,0.0307931
1587,0.9943685
1588,3.1590462e-06
1589,0.3119393
1590,0.20054725
1591,0.01934281
1592,0.9999999
1593,0.107861996
1594,0.7418873
1595,0.9999249
1596,0.9817718
1597,0.93867743
1598,0.9088923
1599,0.9943685
1600,0.99992704
1601,0.121518165
1602,0.06354168
1603,0.0063126087
1604,0.0037891567
1605,0.6967399
1606,0.661415
1607,0.9557513
1608,0.7050282
1609,0.97041345
1610,0.943203
1611,0.99189806
1612,0.119151264
1613,0.016042858
1614,0.108783364
1615,0.8600164
1616,7.033348e-06
1617,0.20185721
1618,0.000813514
1619,0.89515996
1620,0.7352197
1621,0.2113289
1622,0.5441408
1623,0.11092743
1624,0.968807
1625,0.2570029
1626,0.7106861
1627,0.18103483
1628,0.2648997
1629,0.4208402
1630,0.5988692
1631,0.00093767047
1632,0.6192182
1633,0.0007317662
1634,0.95254046
1635,0.9229777
1636,0.12216136
1637,0.0037612915
1638,0.17407286
1639,0.47005212
1640,0.9817718
1641,0.9913564
1642,0.013232887
1643,0.99863434
1644,0.42608708
1645,0.06257567
1646,0.96315634
1647,0.38847095
1648,0.89703393
1649,0.9999974
1650,0.98582315
1651,0.06751123
1652,0.07635394
1653,0.67799276
1654,0.010173142
1655,0.30898497
1656,0.38205078
